id,type,text1,text2,text3,notes
SKR_follower,SHIP,"An arguably upgraded Brawler-class hull that trades a lot of the long range firepower from its former medium hard-points for a collection of smaller ones. Coupled with its new Temporal Shell system, the trade-off can heavily tilt in favor of this new layout if provided with an adequate weapon selection. Especially considering the new rear turret covering one of the glaring weakness of the original.

The planet Abraxia was one of the first hit by Cataclysm. The population watched the monstrous ship consume most of their technological base and infect the remains with what can only be described as a plague. Given the chaos so soon after the Collapse, it is not surprising it took nearly ten cycles for their system to be visited by a group of scavengers. Only after they let a small group from the remaining survivors on board their ships, the unfortunate crews discovered a cult had developed on the planet. They believe that Cataclysm is the harbinger of the End Times and should be helped in its endeavor. The Cultists quickly took over the ships, modified them in the image of Cataclysm, and are now traveling alongside it. While it is unclear if there is any communication between fanatics and their deity, it is apparent that they share a symbiotic relationship: the Cultists provide an escort, and Cataclysm leaves them an immense amount of supplies during its feeding times.",,,
,,,,,
SKR_devotee,SHIP,"This remodeled Centurion-class mostly kept its original form, if you omit the massive built-in torpedo tubes that replaces what used to be a small missile emplacement. The shield-enhancing system allows it to close range unimpeded with targets multiple times its size and unleash the fury of its main armament, but unlike the original ship it is less survivable against multiple small opponents.   

The planet Abraxia was one of the first hit by Cataclysm. The population watched the monstrous ship consume most of their technological base and infect the remains with what can only be described as a plague. Given the chaos so soon after the Collapse, it is not surprising it took nearly ten cycles for their system to be visited by a group of scavengers. Only after they let a small group from the remaining survivors on board their ships, the unfortunate crews discovered a cult had developed on the planet. They believe that Cataclysm is the harbinger of the End Times and should be helped in its endeavor. The Cultists quickly took over the ships, modified them in the image of Cataclysm, and are now traveling alongside it. While it is unclear if there is any communication between fanatics and their deity, it is apparent that they share a symbiotic relationship: the Cultists provide an escort, and Cataclysm leaves them an immense amount of supplies during its feeding times.",,,
,,,,,
SKR_doctrinaire,SHIP,"A comparatively mild re-engineering of the Gemini-class pocket carrier that packs a somewhat bigger punch at the cost of its former cargo capacity. The Doctrinaire-class' reversed flight deck offers significantly more room for efficient operation, but this is also a rare instance where a ship modified by cultists sports smaller mounts than its original hull.

The planet Abraxia was one of the first hit by Cataclysm. The population watched the monstrous ship consume most of their technological base and infect the remains with what can only be described as a plague. Given the chaos so soon after the Collapse, it is not surprising it took nearly ten cycles for their system to be visited by a group of scavengers. Only after they let a small group from the remaining survivors on board their ships, the unfortunate crews discovered a cult had developed on the planet. They believe that Cataclysm is the harbinger of the End Times and should be helped in its endeavor. The Cultists quickly took over the ships, modified them in the image of Cataclysm, and are now traveling alongside it. While it is unclear if there is any communication between fanatics and their deity, it is apparent that they share a symbiotic relationship: the Cultists provide an escort, and Cataclysm leaves them an immense amount of supplies during its feeding times.",,,
,,,,,
,,,,,
,,,,,
SKR_keep,SHIP,"These sturdy exploitation platforms assisted Sporeships with their terraformation projects. They were sent to gather resources on a grand scale from barren worlds. They also had decent production capabilities and were equipped with advanced AI cores to operate autonomously from their assigned Sporeship. However, this particular one seems to have been modified by someone. Or something. It was nicknamed ""Safeguard"" by the captain of the first ship to encounter it. No communication could be established with the ship using regular ship-to-ship channels, and none of the usual noise was detected on the Domain Explorarium frequencies.

Safeguard used to be almost entirely passive, only maintaining its orbit around a gas giant, until boarding was attempted. Communications were scrambled by the sheer magnetic influence of the hulk as the marine shuttle approached a maintenance bay. Direct telescope observations showed the team penetrating the service door of the hangar without issue. Six minutes and twenty-two seconds later, the ship activated its shield and opened fire on the observation fleet. After the battle that saw seven cruisers destroyed as well as their escort, a rescue team found one of the boarding party helmets floating in space. It had no sign of damage or blood. Furthermore, it looked brand new, as if it had never been worn at all, including a complete absence of loose hairs of skin cells. The computer chip was reset back to its factory state, without any recording to recover.
 
Since then Safeguard has been maintaining a strict exclusion zone inside the system, using its modified Mass Driver to strike offending ships from its orbit.","Modified Exploitation Platform","The database indicates a 42 percent probability you are looking at a Domain Explorarium Pangea-class Exploitation Platform. Granted each model of this class was uniquely tailored to the specificities of their project, but this one looks to have been altered in ways that go way beyond that. Long range observation can already discern numerous weapon emplacements, and a functional landing bay.",
,,,,,
SKR_rampage,SHIP,"While the signature of the engine would designate this ship as part of the Domain Explorarium, a glance at the hull composition and design will dispel that hypothesis immediately. This ship, known as ""Rampage"", features components and weapons from all eras of the Domain, somehow integrated on a chassis of unknown origin into a working warship. No communication attempts yielded an intelligible response so far, although signals have been detected in response from hails. While Rampage's answer to hostile actions is frightening in its efficiency, it rarely actively pursues other ships as long as they keep their distance.

The hull itself is the most puzzling part of the ship. Under a film of titanium, it is made out of a crystalline mesh of carbon and silicate alloys. It is unclear if this is an organic material that is grown, manufactured, or if this structure is the skeleton of some giant alien beast. The first hypothesis is currently the favored one as it would fall within the reach of the Domain's technological knowledge. However, there is no known example of such a production method being used in the sector.","Unknown design","This hull does not resemble anything you have ever seen. Actually it does not even look manufactured, but instead like some green lava grew around and over pieces of ships, cobbling them together somehow in a functional spacecraft. In any case, this ship radiates a considerable amount of energy and should not be underestimated.",
,,,,,
SKR_whiteDwarf,SHIP,"What was first thought to be a modified AI Radiant turned out to be... well, that technically, but not just that. While usually found in Remnant space, the White Dwarf does not act like one. It will destroy any ship or probe coming too close, but it does not actively pursue human spaceships, nor answer hails. It does not even help other nearby Remnant ships when they are in trouble, as observed during a Reclamation campaign. 

It was observed loitering around a star at the same time a combined Hegemonic and Luddic fleet was destroying the system's Nexus. After the fleet departed, scouts left behind to observe its behavior reported that White Dwarf then went to the station's wreck and started cannibalizing it. Given its apparent disdain for hunting, the Hegemonic admiralty decided to not commit to destroying White Dwarf unless absolutely necessary, or if it started moving in the direction of the Core Worlds. The Luddic Admiralty disagreed with that decision and sent one, then a second expedition to take out what they saw as an AI abomination. The reports from the few survivors changed their minds and they have since joined the Hegemony in their ""wait and observe"" stance.","Radiants????Radiants????Radiants","This monstrosity would appear to be a Radiant-class remnant ship... Or two, with also a Nexus and a few other hulls too altered to be recognizable. Menacing prongs are bound to house some oversized weapons and a swarm of drones is continuously circling the ship.",
,,,,,
SKR_cataclysm,SHIP,"Cataclysm was first encountered by the inhabitants of the planet Abraxia when the ship appeared near their inactive gate. In a matter of weeks, it thoroughly destroyed all infrastructure present in the system, absorbing most of it to repair itself. The planet was left helpless with nary a tool to feed a population numbering in the millions: every bit of metal had been eaten by a buzzing grey mist. After that striking event, it vanished for nearly a decade before other rumors about a new sighting were reported. It all sounded like ghost ship stories until another system was hit. Since then Cataclysm has always been tracked by military forces and bounty hunters, but rarely found.","ERROR*ERROR*ERROR*ERROR"," ""File unavailable. Please contact our customer service and update your credentials to access this file"" says the report. Quite the overbearing fore-shadowing, or maybe your future epitaph. The oversized hull was floating like a humongous armor piercing shell ready to be fired through your flagship. The distributed power sources are already making your staff anxious, as this thing may combine Station-grade firepower with some unnatural mobility.",
,,,,,
# PLAGUE BEARERS
# PLAGUE BEARERS
# PLAGUE BEARERS
# PLAGUE BEARERS
,,,,,
,,,,,
,,,,,
,,,,,
# GUNSHIPS
